"record_id","date","position","position_other","department_head","department_other","residence_program","residence_program_other","residence_year","university","gender","degree","age","research_tools","funding","collab_support","consumables","internet","journal_access","specialty_training","knowledge","professor_experience","research_incentives","skills_training","managerial_training","workload","work_hours","needed_positions","monitoring","reporting","oversight","excel_incentives","sanctions","incentive_additional","incentives_open_answer","infrastructure","staff_support","consulting_firms","training_workshops","academic_institutions","public_institutions","additional_support","external_support","information_flow","admin_decisions","research_exchange","travel_auth","irb_revision","institutional_processes","forums","research_importance","curriculum","abroad_training","research_proposal","research_choice","research_control","evaluating","topics","design","information_collection","new_ideas","paperwork","resource_access","time_management","admin_activitives","instructing","feedback","team_member","colleague_rapport","technical_equipment","limited_resources","change_coping","health_promotion","interpret_findings","report_writing","self_appraisal","practical_application","data_analysis","further_training","capacity_assessment_questionnaire_complete","position2"
"242",242,"5/2/2019","specialty resident","",NA,"","pediatrics","","first year","USAC","female","1. university",29,1,1,4,1,1,1,3,4,3,2,3,3,2,1,"profesor , librarian , statistician",2,2,2,2,2,2,"research monitoring, time to carry out research, advisory ",2,2,3,3,4,4,"research lectures, specified grades given in research class, library and access to information ","support with statistics, collaborative work with other research institutions, lectures ",1,1,2,1,2,"access to records, access to other institutions ",1,2,3,3,2,2,3,5,4,4,4,5,6,6,6,6,5,5,5,6,6,5,5,4,5,6,5,4,4,"protocol creation, data interpretation, sample size ",2,"resident"
"243",243,"5/2/2019","specialty resident","",NA,"","pediatrics","","first year","USAC","male","1. university",25,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"promotion, funding",2,2,2,2,2,2,"international training","funding, resources ",2,2,2,2,2,"",2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"literature review",2,"resident"
"244",244,"5/2/2019","specialty resident","",NA,"","pediatrics","","first year","USAC","male","1. university",28,3,1,4,1,1,2,4,4,4,4,2,1,2,1,"librarian, biostatistician, epidemiologist ",2,2,2,6,6,6,"promotion, academic recognition, funding ",2,2,1,2,4,2,"institutional recognition","advisory ",2,6,1,1,1,"medical records designed to be accesible for research",1,1,2,3,2,2,2,5,4,4,4,6,6,4,5,5,5,6,6,6,7,6,6,6,4,4,5,4,3,"statistics, epidemiology, data analysis ",2,"resident"
"245",245,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","1. university",30,1,1,1,1,1,1,5,5,5,5,2,2,1,1,"Catedrático especialista en investigación ",2,2,2,1,4,1,"Financiamiento, asistir a congresos para presentar el trabajo de investigación",2,2,2,1,2,2,"Tiempo específico para investigación, financiamiento, tener un profesor experto disponible.","Financiamiento, apoyo para asistir a congresos.",1,1,1,1,1,"Archivo más ordenado.",1,1,1,1,3,2,2,4,5,4,4,5,5,5,4,5,5,5,6,6,5,5,5,5,5,6,6,6,4,"Orientación y asesoría",2,"resident"
"246",246,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",28,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"Docente de investigación, bioestadístico, bibliotecario.",3,1,1,1,1,1,"Tiempo protegido, financiamiento y promoción.",2,1,2,2,2,2,"Tiempo, recursos, disponibilidad.","Promoción, financiamiento y constancia. ",2,1,1,1,1,"Registros médicos,  fichas clínicas, RENAP.",1,1,1,1,3,2,1,2,3,2,2,2,4,1,1,1,3,2,4,4,1,1,1,1,2,2,2,3,2,"Ultrasonido, colposcopía ",2,"resident"
"247",247,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",27,1,1,1,3,1,1,5,5,5,5,1,5,1,1,"",1,3,3,3,3,3,"Tiempo",1,1,3,3,3,3,"Tiempo, talleres, tutores capacitados.","Financiamiento, talleres",3,1,1,1,3,"",1,1,1,1,5,4,3,4,4,4,5,4,3,3,2,2,4,4,4,4,1,1,1,1,3,4,3,4,4,"Epidemiología, estadística, investigación.",2,"resident"
"248",248,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","Other","male","2. masters or med specialty",32,1,1,1,1,1,1,5,5,5,5,5,1,1,1,"",1,1,3,1,3,3,"Que existan ",1,1,1,1,1,1,"Tiempo, talleres, tutores capacitados.","",3,1,1,3,3,"",1,1,1,1,3,3,1,4,6,4,4,4,6,6,6,6,5,5,5,5,7,6,6,6,6,6,6,6,6,"",2,"resident"
"249",249,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",27,1,1,2,2,1,1,3,3,3,3,2,1,2,1,"",2,2,3,1,2,2,"Financiamiento",1,2,2,2,1,3,"Capacitación, tiempo para la especialización, infraestructura.","Financiamiento ",3,2,1,2,1,"Registros médicos ",1,2,3,2,2,3,1,4,4,5,5,5,6,5,5,6,6,5,6,7,6,5,5,7,5,5,6,6,6,"",2,"resident"
"250",250,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","1. university",25,1,1,2,2,2,2,5,4,4,5,2,2,1,1,"",2,2,2,2,2,2,"Tiempo, apoyo y ayuda.",3,1,2,1,1,2,"Clases, explicación sobre cada punto, recursos.","Computador ",2,1,1,2,1,"",1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,2,"",2,"resident"
"251",251,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","male","2. masters or med specialty",24,1,1,1,1,1,3,4,4,4,4,3,1,1,1,"",1,1,3,NA,1,4,"Financiamiento y tiempo protegido",1,1,2,2,1,2,"Capacitación, centro de investigación, especialistas.","Apoyo externo",3,2,1,2,1,"Registros médicos  ",1,4,1,1,5,4,1,3,3,4,5,4,5,1,3,4,4,3,6,6,6,6,3,3,3,2,4,3,5,"",2,"resident"
"252",252,"5/7/2019","specialty resident","",NA,"","obgyn","","third year","USAC","male","1. university",34,1,1,1,1,1,1,2,2,4,1,1,1,1,1,"Epidemiologos, bibliotecario, acceso a internet",1,1,4,1,5,1,"Financiamiento y personal capacitado",1,1,1,1,1,1,"Talleres, financiamiento ","Apoyo financiero ",2,2,1,1,3,"Mejor acceso a papelería ",1,1,1,1,4,5,1,4,4,3,4,3,3,4,4,3,3,4,NA,3,3,4,4,3,3,4,3,3,3,"Ultrasonido, coex",2,"resident"
"253",253,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","male","1. university",27,1,1,1,2,1,1,5,5,5,5,1,1,1,1,"Bibliotecario, bioestadístico y epidemiólogo.",1,1,1,1,3,1,"",1,1,1,1,1,1,"","",1,1,1,1,1,"Registros médicos, certificados de defunción, RENAP, acceso al registro de cáncer/INE.",1,1,1,1,3,5,5,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,"Todas.",2,"resident"
"254",254,"5/7/2019","specialty resident","",NA,"","obgyn","","third year","Other","male","1. university",37,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"Epidemiólogo, bioestadístico, especialista en investigación.",1,1,1,1,1,1,"Promoción, tiempo y acompañamiento",1,1,1,1,1,1,"Tiempo, personal capacitado, líneas de investigación.","Recursos. ",1,1,1,1,1,"Registros médicos ",1,1,1,1,1,1,2,4,4,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,5,5,5,5,5,"Infertilidad, mortalidad materna ",2,"resident"
"255",255,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","URL","female","1. university",25,1,1,1,1,1,1,5,5,5,5,5,5,1,2,"biblioteca bien equipada",2,2,1,1,1,1,"Financiamiento",1,1,1,1,3,3,"Mayor apoyo del departamento, mayor orden en papeletas y archivo, un lugar específico de investigación","Colaboración con institución",1,1,1,5,3,"",1,1,2,1,5,5,2,3,3,3,3,2,3,5,6,3,3,3,6,6,6,6,3,3,5,4,3,3,3,"Resultados",2,"resident"
"256",256,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","UMG","female","1. university",26,1,1,1,1,1,1,5,5,5,5,2,2,1,1,"",2,2,1,1,1,1,"Financiamiento, apoyo de la institución y promoción",5,5,5,5,5,5,"Tutor que se dedique directamente a investigación, un área donde haya equipo donde se puede consultar lo requerido.","Clases donde nos indiquen los pasos para realizar investigación.",1,1,1,1,1,"",1,1,1,1,1,1,1,2,3,3,3,3,2,2,2,2,5,5,5,5,5,5,5,4,4,5,5,5,NA,"Diseño de investigación, tabulación, reporte.",2,"resident"
"257",257,"5/7/2019","specialty resident","",NA,"","obgyn","","third year","UMG","male","1. university",28,1,1,1,1,1,5,4,2,1,2,2,2,1,4,"",2,3,4,3,4,3,"Financiamiento y tiempo protegido",2,2,2,2,3,2,"Mayor docencia","Económico",2,2,3,2,3,"",2,3,2,2,5,4,4,5,4,4,5,6,3,3,2,2,2,2,6,7,7,7,4,4,5,5,4,5,4,"",2,"resident"
"258",258,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","2. masters or med specialty",27,1,1,1,1,2,1,6,5,6,6,1,1,1,NA,"Biblioteca y epidemiólogo.",1,1,2,1,2,1,"Promoción, financiemiento",1,1,1,1,1,1,"Tutor preparado, material adecuado","Consultores, especialista en investigación",1,1,1,1,1,"Registro médico",1,1,1,1,1,1,1,5,4,4,4,4,4,2,2,2,3,2,3,7,4,4,4,4,4,4,2,4,4,"Protocolo y trabajo de campo",2,"resident"
"259",259,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","2. masters or med specialty",27,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"Bioestadisticos, maestro de investigación, epidemiólogos",1,1,1,1,4,1,"Financiamiento, conocimiento para realizar investigación, tiempo",1,4,1,1,1,1,"Maestro que realmente sepa de investigación para enseñar, realmente poner a gente capacitada en cada área para aleación","Instituciones de investigación, acceso a revistas médicas, con un estadístico para apoyar la investigación",1,1,1,1,1,"Papeleta médica solo proporciona 3 expedientes, tener acceso a base de datos, tener acceso a papeletas y estadística del hospital",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Como elegir un tema factible, como diseñar la investigación, hacer una muestra, base de datos e interpretar resultados",2,"resident"
"260",260,"4/30/2019","specialty resident","",NA,"","pediatrics","","second year","USAC","female","2. masters or med specialty",28,1,1,2,1,1,1,5,5,5,5,3,1,1,1,"statistician, epidemiologist, archive",1,1,1,1,5,1,"funding, support and publishing ",1,1,2,3,2,1,"support with easy access to information, advisors/supervisors","funding for resources and material, information access to journals ",2,1,1,1,1,"medical records ",1,1,1,1,3,1,2,2,2,3,3,2,3,4,3,3,5,4,5,5,3,3,2,2,3,2,3,3,3,"statistics, data interpretation",2,"resident"
"261",261,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","male","1. university",28,1,1,2,1,4,1,5,5,5,5,2,2,3,2,"",3,3,3,1,2,2,"",1,1,1,4,4,3,"Educación, incentivos, talleres ","",3,6,6,3,2,"RENAP y registros médicos",2,2,3,3,4,4,4,3,4,3,5,3,2,4,2,2,4,4,5,5,6,5,4,4,3,3,4,5,4,"cáncer ",2,"resident"
"262",262,"4/20/2019","specialty resident","",NA,"","pediatrics","","third year","USAC","male","1. university",27,1,1,1,1,1,1,5,5,5,5,5,5,3,3,"librarian, epidemiologist, biostatistician ",1,1,1,1,1,1,"funding without excessive bureaucracy, implement support areas, more knowledge ",1,1,1,4,4,1,"funding without excessive bureaucracy ","",2,3,3,1,1,"",4,1,1,1,5,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,6,4,4,4,3,3,3,3,3,"hospital Roosevelt, university ",2,"resident"
"263",263,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","URL","female","1. university",28,1,1,1,1,3,1,5,5,5,5,1,1,1,1,"Biblioteca, bioestadístico, actualizaciones ",2,1,1,1,1,1,"Financiamiento, reconocimiento (académico, económico, etc.)",1,1,1,1,1,1,"Cursos de investigación, biblioteca","Apoyo de instituciones, consultores o expertos en el tema, apoyo del hospital ",1,1,1,5,1,"Registros médicos, INE, estadísticas del MSPAS",1,1,1,1,5,5,1,3,3,3,3,3,2,2,1,1,4,2,7,7,6,6,4,4,1,1,4,5,1,"Análisis estadístico, diseño de estudios, interpretación de datos ",2,"resident"
"264",264,"4/30/2019","subspecialty resident","",NA,"","pediatrics","","second year","Other","female","1. university",26,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"",2,1,3,1,5,1,"funding, time, research without restrictions",1,1,1,1,1,1,"protected time to carry out research, advisors ","funding, incentives, promotion/scholarships ",1,1,1,1,1,"to choose our research topic, make revision of research project more feasible ",1,1,1,1,1,1,1,3,3,3,5,4,6,5,6,4,5,5,5,5,7,7,7,7,6,4,5,5,5,"study design, feasibility of research project, data analysis ",2,"resident"
"265",265,"5/30/2019","head of service","","pediatrics","","other",NA,NA,NA,"male","2. masters or med specialty",58,5,2,3,4,2,6,2,1,2,2,4,3,3,1,"advisors, revisions, researchers ",4,4,5,4,4,3,"funding, promotion ",3,2,2,3,2,1,"time availability ","collaborative work with abroad research institutions ",5,4,2,3,1,"",2,2,3,3,5,5,4,4,5,4,6,6,7,5,5,6,7,7,7,7,6,5,5,5,6,6,6,6,6,"result interpretation ",2,"dept head"
"266",266,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",26,1,1,1,1,1,1,4,4,4,5,1,1,1,3,"bibliotecario, biostadísticvo, epidemiólogo",1,1,3,1,3,2,"Financiamiento, tiempo protegido, personal ",2,1,1,2,1,1,"Financiamiento, personal capacitado, mejor sistema de control de papeletas","Financiamiento, consultores, colaboración con instituciones ",2,1,1,1,1,"Registros médicos, papeletas computarizadas, fichas clínicas ",1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,3,1,1,2,1,2,"Infertilidad, colposcopia,",2,"resident"
"267",267,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",26,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"Bibliotecario, bioestadístico, epidemiólogo",1,1,3,1,1,1,"Financiamiento, tiempo",1,1,1,1,1,1,"Proporcionar recursos, acceso a base de datos, sistematizar expedientes","Acceso a plataformas online de revistas",2,1,2,1,1,"Registros médicos, estadísticas",1,1,2,5,3,5,1,5,5,4,6,4,6,4,4,4,6,6,7,7,7,7,7,5,4,5,6,6,3,"Estadísticas, análisis de datos ",2,"resident"
"268",268,"5/30/2019","head of service","","pediatrics","","other",NA,NA,NA,"female","2. masters or med specialty",51,1,1,1,3,1,1,5,5,5,5,3,5,1,2,"biostatistician ,librarian, epidemiologist ",1,1,2,1,2,1,"funding, protected time, promotion ",2,1,4,3,4,1,"trained professionals for the research area, monetary incentives and academic recognition for those who carry put research ","to be able to take part of big research project under the supervision and advisory of experts, allow them to take part in research with WHO, OPS",1,1,1,1,1,"",1,1,3,1,3,5,4,2,4,2,4,3,3,1,2,3,3,2,2,2,3,4,3,2,2,1,2,2,1,"",2,"dept head"
"269",269,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",25,1,2,4,2,2,5,3,3,5,5,4,4,1,2,"Epidemioólogo, estadístico",3,3,3,2,3,3,"Tiempo, financiamiento",3,1,2,5,2,2,"Dar espacio de tiempo para la asesoría sobre la investigación","Financiamiento",3,3,3,2,2,"Mejor manejo de expedientes, mejorar departamento de estadística",2,2,1,2,3,3,3,5,6,5,6,5,4,4,4,4,4,5,5,5,6,6,6,6,6,5,5,5,5,"Diseño de la investigación, trabajo de campo, marco metodológico ",2,"resident"
"270",270,"5/23/2019","head of service","","pediatrics","","other",NA,NA,NA,"female","2. masters or med specialty",37,1,1,1,1,2,1,4,4,4,6,2,1,1,4,"",1,1,3,1,3,1,"funding, access to journals ",4,4,1,1,2,2,"funding, updated library, access to journals","authorization to carry out research, resources, funding",3,1,1,1,2,"",1,2,5,4,5,5,5,6,5,5,5,6,5,4,5,6,4,4,5,7,7,7,6,6,4,4,5,5,5,"biostatistics, data entry and data interpretation, literature",2,"dept head"
"271",271,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","URL","female","1. university",29,1,1,1,1,1,1,5,5,5,5,3,3,1,1,"Bioestadísitco, epidemiólogo",1,1,4,2,4,1,"Brindar tiempo para realizarlo, guías adecuadas, reconocimiento laboral",3,1,2,2,3,3,"Brindar la asesoría correcta, dar tiempo para realizar la investigación, reducir la carga laboral","Campañas de capacitación sobre investigación, clases",2,2,1,1,2,"Registros médicos, acceso a registros",1,1,1,1,4,4,1,4,6,3,4,6,6,3,3,3,7,7,7,7,6,6,6,6,5,5,5,5,5,"",2,"resident"
"272",272,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",26,1,1,3,3,2,2,4,4,5,5,5,1,1,1,"Docente en investigación, epidemiólogo, estadístico",1,1,2,1,2,1,"Financiamiento, reconocimiento , aminorar carga de trabajo",1,1,3,2,2,2,"Herramientas, biblioteca, espacio","Financiamiento asesoría",2,1,6,1,NA,"Portal en internet, registros en orden, acceso a INCAN",1,1,2,1,5,3,2,4,4,5,5,3,3,4,4,4,4,3,1,3,2,6,5,1,5,5,5,5,5,"Estadística, creación y formación de idea de investigación, planteamiento de problema",2,"resident"
"273",273,"5/30/2019","head of service","","pediatrics","","other",NA,NA,NA,"female","2. masters or med specialty",46,2,2,3,3,3,3,5,5,4,4,2,6,6,5,"",2,2,2,2,2,2,"",1,1,2,2,3,2,"more availability to do research with medicines ","",2,4,3,2,1,"trained staff",1,1,2,2,1,1,1,6,4,4,4,4,6,6,5,5,4,4,4,4,2,2,2,2,2,4,4,3,3,"",2,"dept head"
"274",274,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","male","1. university",26,2,2,2,3,1,1,5,5,5,5,1,1,1,2,"Bibliotecario, epidemiólogo, investigador",1,1,1,1,5,1,"Financiamiento, tiempo protegido, reconocimientos",5,5,1,1,1,1,"Docente en investigación, apoyo investigación, financiamiento de investigación","Contar con apoyo de casas farmacéuticas, contar con apoyo de laboratorios",5,5,5,3,5,"Certificado médico, registro médico",1,1,1,1,5,1,1,5,5,5,4,5,5,3,2,3,5,5,7,7,7,6,5,4,5,5,5,5,5,"Estadística ",2,"resident"
"275",275,"5/30/2019","head of service","","anesthesia","","other",NA,NA,"USAC","female","2. masters or med specialty",47,2,3,2,3,1,2,2,2,2,1,2,2,1,1,"",1,2,2,1,2,2,"funding/ monetary incentive for researcher, protected time, promotion",3,2,6,3,4,3,"protected time","collaborative work with research institutions ",3,NA,4,3,NA,"medical records, death certificates, RENAP, access to the cancer registry or the INE",3,2,2,2,3,2,2,5,4,7,7,6,5,5,6,7,NA,5,6,4,5,6,6,5,5,6,5,5,6,"",2,"dept head"
"276",276,"5/23/2019","head of service","","pediatrics","","other",NA,NA,"USAC","female","2. masters or med specialty",41,1,1,2,2,1,1,4,4,4,3,2,2,2,5,"biostatistician ",2,2,5,1,1,1,"funding, promotion ",1,1,1,3,1,1,"funding","consultants ",2,2,1,1,1,"access to statistics ",1,1,1,1,5,5,5,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,"data management and interpretation",0,"dept head"
"277",277,"5/29/2019","head of service","","pediatrics","","other",NA,NA,"USAC","male","2. masters or med specialty",58,1,1,1,1,1,1,5,5,5,5,1,1,3,3,"advisor, biostatistician",1,1,5,1,1,1,"protected time, funding, promotion",1,1,1,3,3,1,"time, space","incentives, advisors, funding",1,1,3,3,1,"medical records",1,3,3,3,5,3,3,5,5,6,6,5,6,3,5,6,5,4,6,7,3,5,4,5,5,5,6,5,4,"statistics",2,"dept head"
"278",278,"5/29/2019","subspecialty resident","",NA,"","other","",NA,"USAC","male","3. 2nd masters or med subspecialty",53,5,4,4,4,1,1,4,4,1,5,1,1,1,1,"",1,1,1,1,3,1,"",1,1,1,1,1,1,"physical space, administrative support, internet","",1,1,1,1,1,"",1,5,4,1,1,1,1,3,3,2,4,2,2,2,1,1,6,6,7,7,7,7,7,7,7,7,7,7,7,"",2,"resident"
"279",279,"5/29/2019","head of service","","pediatrics","","other",NA,NA,"USAC","female","2. masters or med specialty",41,2,1,2,1,2,1,5,1,5,5,1,1,1,1,"research advisor/ research coordinator, biostatistician",1,1,1,1,1,1,"promotion, infrastructure, technical resources, administrative personnel, funding, time ",1,1,5,1,1,1,"trained research coordinator so that research project are carried out correctly, virtual lectures and information, apply results to real world setting ","collaborative work with universities in research methodology ",2,1,NA,1,1,"all of the above and online access to data",1,1,1,1,1,1,1,7,6,5,7,6,6,7,5,6,7,6,7,7,7,7,7,NA,7,6,6,6,6,"data analysis, interpretation of complex data, Reports and publishing ",2,"dept head"
"280",280,"5/29/2019","head of service","","pediatrics","","other",NA,NA,"USAC","male","3. 2nd masters or med subspecialty",51,2,1,2,1,1,1,5,4,4,5,2,1,2,1,"biostatistician, epidemiologist, librarian",1,1,2,1,4,2,"funding, protected time",2,2,2,1,2,1,"longitudinal course on research with trained and experienced researchers ","research institutions ",2,2,1,1,1,"optimize medical records, improve archive ",2,2,2,1,1,2,2,1,2,2,2,6,2,1,3,2,2,2,2,4,3,2,1,1,3,3,3,2,3,"use of statistical packages, courses on research, support from universities ",2,"dept head"
"281",281,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"USAC","female","1. university",26,1,3,2,1,3,1,2,4,2,4,1,1,1,1,"",1,1,3,1,1,1,"",1,1,1,3,1,1,"reliable statistics, data availability ","research consultants ",1,1,3,1,1,"easier access",1,1,3,1,3,2,4,5,6,4,4,3,6,4,3,3,7,6,7,7,7,4,5,6,5,5,4,4,5,"guidelines",2,"resident"
"282",282,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"USAC","female","1. university",24,1,1,1,1,1,1,1,5,5,5,1,1,1,1,"",2,1,2,1,2,1,"time, academic credit ",1,1,2,1,1,1,"protected time. acces to journals","consultantsn non-lucrative institutions",1,1,1,1,1,"access to medical records and death certificates ",1,1,2,2,5,5,5,5,5,6,6,6,6,4,2,2,5,5,6,6,7,7,5,3,7,7,5,5,7,"data analysis for experimental research, sample selection and distribution ",2,"resident"
"283",283,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","URL","female","1. university",25,4,1,1,1,3,1,5,5,6,3,1,1,1,1,"biostatistician, epidemiologist, chief resident",3,2,2,1,1,1,"funding, liberty to pick the research topic, more protected time",1,1,1,1,1,1,"funding ","support from pharmaceuticals",2,1,1,1,1,"digitalize paperwork in the hospital",1,1,2,1,3,3,2,3,2,3,3,1,3,3,2,2,2,2,2,2,5,3,3,3,2,2,2,2,2,"",2,"resident"
"284",284,"5/8/2019","specialty resident","",NA,"","obgyn","","first year","Other","female","1. university",NA,1,1,1,1,1,1,5,5,4,5,1,1,1,1,"epidemiologist, public health experts, biostatistician",1,2,5,1,5,1,"funding, promotion, protected time",1,1,4,2,1,NA,"research courses, adequate physical space, more persons to support research ","collaborative work with research institutions, consultants, collaboration from public institutions ",1,1,1,2,1,"",1,1,1,1,5,4,2,3,3,3,4,4,3,3,5,3,5,5,6,7,7,4,5,3,5,5,6,6,5,"",0,"resident"
"285",285,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"USAC","male","1. university",26,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"epidemiologist, librarian",1,1,1,1,1,1,"promotion, funding ",1,1,1,1,1,1,"time for research","trained personnel for advisory",1,1,1,1,1,"RENAP",1,1,1,1,1,5,1,1,2,1,2,2,2,2,2,2,3,3,7,7,7,1,3,1,3,3,2,2,2,"",2,"resident"
"286",286,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"USAC","female","2. masters or med specialty",27,1,1,2,1,2,2,2,1,1,2,2,1,1,1,"librarian, statistician, epidemiologist",2,2,2,1,1,1,"promotion, funding, time, project theme suggestions that are useful for hospital roosevelt",1,1,2,1,1,1,"easier access to patients medical records to carry out research, access to statistics","trained consultants, research lectures",2,1,1,1,1,"medical records,  Cancer data access, RENAP",1,1,1,1,4,3,1,1,3,1,1,1,2,1,1,1,1,1,1,4,1,1,2,1,2,1,5,2,1,"research courses, study desing, access to medical journals in the hospital",2,"resident"
"287",287,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"USAC","male","1. university",27,1,1,2,1,1,1,3,5,5,5,5,5,1,1,"data digitizer,  biostatistician, epidemiologist",1,1,1,1,1,1,"protected time, professors for guidance",1,1,1,1,1,1,"professors and consultatnsts to guide research process","collaborative work with outside institutions ",1,1,1,1,1,"",1,1,1,1,4,3,4,4,5,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,5,5,3,4,"",2,"resident"
"288",288,"5/8/2019","specialty resident","",NA,"","obgyn","",NA,"URL","female","2. masters or med specialty",NA,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"biostatistician",1,1,1,1,5,1,"time, adequate guidence, lectures",1,1,1,1,1,1,"statistician to help and teach about data analysis ","consultants ",1,1,1,5,1,"",1,1,1,1,5,1,5,7,7,5,7,6,5,3,5,1,5,4,7,7,5,5,5,4,6,4,4,4,6,"",2,"resident"
"289",289,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","1. university",27,1,1,2,1,1,1,5,5,5,4,3,3,1,1,"",1,1,2,2,5,2,"protected time, trained advisors, funding to carry out more experimental research",1,1,1,1,1,1,"research courses, responsible research personnel","funding, outside consultatns and advisors to supervise research ",1,1,1,1,1,"access to medical records and statistics",1,1,1,1,2,1,1,2,2,1,3,3,3,1,1,2,1,1,7,7,1,2,1,1,3,2,2,3,2,"statistics",2,"resident"
"290",290,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","1. university",28,1,1,1,1,1,1,5,5,5,5,1,1,1,5,"biostatistician, more personel and more lectures",1,2,2,2,3,1,"more personnel, protected time, more professors ",1,1,2,1,1,1,"more personnel, more time. professors","library, courses or workshops abroad",2,2,2,1,2,"",2,2,1,1,2,2,1,4,4,4,4,4,4,5,3,3,4,4,3,7,6,4,4,4,5,5,5,5,5,"",2,"resident"
"291",291,"5/7/2019","specialty resident","",NA,"","obgyn","","second year","USAC","female","1. university",30,1,1,1,1,1,1,5,5,5,5,2,2,1,1,"professors that are specialized in research",2,2,2,1,4,1,"funding, poster presentation at conferences",2,2,2,1,3,3,"debote specific time to carry out research, funding, experts for consultancy ","funding, support to assist to conferences h",1,1,1,1,1,"adequate archive, more access to journals",1,1,1,1,3,2,2,4,5,4,4,5,5,5,4,5,5,5,6,6,5,5,5,5,5,6,6,6,4,"orientation, advisors",2,"resident"
"292",292,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",28,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"research professors, biostatistician, librarian",3,1,1,1,1,1,"protected time, funding, promotion",2,1,2,2,2,2,"time, resources, availability","rpomotion, funding, constancy",2,1,1,1,1,"medical records, RENAP",1,1,1,1,3,2,1,2,3,2,2,2,4,1,1,1,3,2,4,4,1,1,1,1,2,2,2,3,2,"ultrasound, colposcopy, curettage",2,"resident"
"293",293,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",27,1,1,1,3,2,2,5,5,5,5,1,5,1,1,"",1,3,3,3,3,3,"time",1,1,3,3,3,3,"time, trained advisors, workshops","funding, workshops",3,1,1,1,3,"",1,1,1,1,5,4,3,4,4,4,5,4,3,3,2,2,4,4,4,4,1,1,1,1,3,4,3,4,4,"epidemiology, research, statistics",2,"resident"
"294",294,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","Other","male","2. masters or med specialty",32,1,1,1,1,1,1,5,5,5,5,5,1,1,1,"",1,1,3,1,3,3,"incentives",1,1,1,1,1,1,"time","",3,1,1,3,3,"medical journals",1,1,1,1,3,3,1,4,5,4,4,4,6,6,6,6,5,5,5,5,7,5,5,5,6,6,6,6,6,"",2,"resident"
